date,T1,RH_1
12/5/16 13:50,25.39,47.09
12/5/16 13:40,25.39,47.16333333
12/5/16 13:30,25.39,47.23
11/5/16 14:20,25.39,47.53
27/5/16 13:40,25.39,47.65666667
23/5/16 18:30,25.39,47.72666667
10/5/16 18:20,25.39,48.76666667
11/5/16 20:40,25.39,48.9
11/5/16 20:30,25.39,48.96666667
12/5/16 23:00,25.39,49
11/5/16 20:20,25.39,49.03
11/5/16 20:10,25.39,49.09
12/5/16 22:30,25.39,49.12666667
12/5/16 22:10,25.39,49.16333333
12/5/16 22:20,25.39,49.2
10/5/16 18:10,25.39,49.49333333
7/5/16 14:10,25.365,32.9
9/5/16 16:20,25.35666667,39.12666667
13/5/16 23:20,25.35666667,39.59
23/5/16 18:40,25.35666667,47.02666667
10/5/16 17:40,25.35666667,47.9
10/5/16 18:30,25.35666667,48.5
11/5/16 20:50,25.35666667,48.9
12/5/16 22:50,25.35666667,49
12/5/16 22:40,25.35666667,49.06
9/5/16 16:30,25.32333333,39.06
9/5/16 23:10,25.32333333,43.09
12/5/16 13:20,25.32333333,47.29
11/5/16 14:10,25.32333333,47.66333333
27/5/16 13:30,25.32333333,47.93
10/5/16 18:00,25.32333333,48.15666667
10/5/16 17:50,25.32333333,48.23
23/5/16 18:00,25.3,49.66
7/5/16 14:00,25.29,32.82666667
7/5/16 19:40,25.29,38.03
7/5/16 19:50,25.29,38.43
9/5/16 16:10,25.29,39.26
9/5/16 15:50,25.29,39.36333333
9/5/16 16:00,25.29,39.36333333
9/5/16 15:40,25.29,39.43333333
9/5/16 15:30,25.29,39.56
13/5/16 23:30,25.29,39.59
13/5/16 23:50,25.29,39.59
9/5/16 15:20,25.29,39.62666667
13/5/16 23:40,25.29,39.66333333
9/5/16 15:10,25.29,39.9
9/5/16 15:00,25.29,40.12666667
9/5/16 14:50,25.29,40.2
9/5/16 14:40,25.29,40.36666667
9/5/16 23:30,25.29,43.09
9/5/16 23:40,25.29,43.09
9/5/16 23:50,25.29,43.09
10/5/16 0:00,25.29,43.09
10/5/16 0:10,25.29,43.09
10/5/16 0:20,25.29,43.12666667
23/5/16 19:40,25.29,45.36333333
23/5/16 19:30,25.29,45.53
23/5/16 19:20,25.29,45.59
23/5/16 19:10,25.29,45.86
23/5/16 19:00,25.29,46.19333333
23/5/16 18:50,25.29,46.63333333
10/5/16 16:20,25.29,46.82666667
10/5/16 16:00,25.29,46.9
10/5/16 16:10,25.29,46.9
10/5/16 16:30,25.29,46.9
10/5/16 16:40,25.29,46.96666667
10/5/16 16:50,25.29,47.12666667
10/5/16 17:00,25.29,47.26
12/5/16 13:10,25.29,47.32666667
12/5/16 13:00,25.29,47.4
10/5/16 17:10,25.29,47.56666667
10/5/16 17:20,25.29,47.76
11/5/16 14:00,25.29,47.79
11/5/16 13:50,25.29,47.86333333
10/5/16 17:30,25.29,47.9
10/5/16 18:40,25.29,48.5
13/5/16 0:30,25.29,48.5
13/5/16 0:20,25.29,48.53
10/5/16 18:50,25.29,48.59
13/5/16 0:00,25.29,48.59
13/5/16 0:10,25.29,48.59
12/5/16 23:50,25.29,48.66333333
11/5/16 21:20,25.29,48.7
11/5/16 21:30,25.29,48.7
11/5/16 21:40,25.29,48.7
12/5/16 23:40,25.29,48.73
11/5/16 21:10,25.29,48.76
12/5/16 23:30,25.29,48.79
11/5/16 21:00,25.29,48.82666667
12/5/16 23:10,25.29,48.9
12/5/16 23:20,25.29,48.9
7/5/16 13:50,25.26,32.7
7/5/16 20:00,25.26,38.65666667
10/5/16 0:40,25.26,43.2
10/5/16 15:50,25.26,46.93333333
10/5/16 15:40,25.26,47
11/5/16 13:40,25.26,48
13/5/16 12:10,25.26,48.65666667
9/5/16 14:30,25.23,40.36666667
10/5/16 0:30,25.23,43.2
23/5/16 19:50,25.23,45.29
10/5/16 15:30,25.23,47
10/5/16 15:20,25.23,47.06
13/5/16 0:40,25.23,48.5
10/5/16 19:00,25.23,48.66333333
14/5/16 14:10,25.2,32.2
14/5/16 14:20,25.2,32.53
7/5/16 13:40,25.2,32.7
14/5/16 14:30,25.2,32.79
14/5/16 14:40,25.2,33.15666667
14/5/16 13:40,25.2,34.26
14/5/16 13:30,25.2,36.16333333
14/5/16 13:20,25.2,36.22333333
8/5/16 17:10,25.2,36.23
8/5/16 16:00,25.2,37
8/5/16 15:50,25.2,37.12666667
8/5/16 15:30,25.2,37.43333333
14/5/16 0:00,25.2,39.7
14/5/16 0:10,25.2,39.7
14/5/16 0:20,25.2,39.7
10/5/16 0:50,25.2,43.2
10/5/16 1:00,25.2,43.29
10/5/16 1:10,25.2,43.29
10/5/16 1:20,25.2,43.29
10/5/16 1:30,25.2,43.36333333
23/5/16 20:30,25.2,44.9
23/5/16 20:20,25.2,44.96666667
23/5/16 20:10,25.2,45
23/5/16 20:00,25.2,45.13333333
10/5/16 15:00,25.2,47.09
10/5/16 15:10,25.2,47.09
10/5/16 14:50,25.2,47.12666667
10/5/16 14:40,25.2,47.2
12/5/16 12:50,25.2,47.5
11/5/16 13:30,25.2,48.06
10/5/16 19:50,25.2,48.4
13/5/16 1:30,25.2,48.4
11/5/16 22:40,25.2,48.43333333
11/5/16 22:50,25.2,48.46666667
13/5/16 1:10,25.2,48.46666667
13/5/16 1:20,25.2,48.46666667
11/5/16 22:30,25.2,48.5
13/5/16 0:50,25.2,48.5
13/5/16 1:00,25.2,48.5
10/5/16 19:30,25.2,48.53
10/5/16 19:40,25.2,48.53
11/5/16 22:20,25.2,48.53
10/5/16 19:20,25.2,48.59
11/5/16 21:50,25.2,48.59
11/5/16 22:00,25.2,48.59
11/5/16 22:10,25.2,48.59
10/5/16 19:10,25.2,48.66333333
13/5/16 12:00,25.2,48.86333333
8/5/16 16:40,25.16666667,36.59
8/5/16 15:10,25.16666667,37.7
8/5/16 15:00,25.16666667,37.76
9/5/16 14:20,25.16666667,40.32666667
10/5/16 1:40,25.16666667,43.4
23/5/16 20:50,25.16666667,44.7
10/5/16 14:30,25.16666667,47.29
12/5/16 12:40,25.16666667,47.59
27/5/16 13:20,25.16666667,48.15666667
11/5/16 23:20,25.16666667,48.2
13/5/16 11:50,25.16666667,48.79666667
8/5/16 17:20,25.15,36.145
23/5/16 20:40,25.15,44.745
14/5/16 14:00,25.13333333,32.2
14/5/16 14:50,25.13333333,32.35666667
14/5/16 13:50,25.13333333,32.73333333
8/5/16 17:00,25.13333333,36.36333333
8/5/16 16:30,25.13333333,36.73
8/5/16 16:20,25.13333333,36.79
8/5/16 16:10,25.13333333,36.93333333
8/5/16 15:40,25.13333333,37.26
8/5/16 15:20,25.13333333,37.56
7/5/16 20:10,25.13333333,38.86333333
14/5/16 0:30,25.13333333,39.7
11/5/16 23:00,25.13333333,48.32666667
13/5/16 1:40,25.13333333,48.4
10/5/16 20:00,25.125,48.4
14/5/16 15:10,25.1,31.29
14/5/16 15:30,25.1,31.56666667
14/5/16 15:40,25.1,31.8
7/5/16 13:30,25.1,32.5
7/5/16 13:10,25.1,32.6
7/5/16 13:20,25.1,32.63333333
8/5/16 19:00,25.1,35.2
8/5/16 18:50,25.1,35.26
8/5/16 18:40,25.1,35.29
8/5/16 18:30,25.1,35.36333333
8/5/16 18:20,25.1,35.43333333
8/5/16 18:10,25.1,35.5
8/5/16 18:00,25.1,35.62666667
8/5/16 17:50,25.1,35.76
8/5/16 17:40,25.1,35.93333333
8/5/16 17:30,25.1,36
8/5/16 16:50,25.1,36.53
14/5/16 13:10,25.1,36.53
8/5/16 14:50,25.1,37.93333333
8/5/16 14:40,25.1,38.06
8/5/16 14:30,25.1,38.23
8/5/16 14:20,25.1,38.36333333
8/5/16 14:10,25.1,38.53
8/5/16 14:00,25.1,38.66333333
8/5/16 13:50,25.1,38.845
7/5/16 20:20,25.1,38.9
7/5/16 20:30,25.1,38.96666667
7/5/16 21:00,25.1,39
7/5/16 20:40,25.1,39.03
8/5/16 13:40,25.1,39.03
7/5/16 20:50,25.1,39.09
8/5/16 13:30,25.1,39.22333333
8/5/16 13:20,25.1,39.4
8/5/16 13:10,25.1,39.46666667
8/5/16 13:00,25.1,39.65666667
14/5/16 0:40,25.1,39.7
14/5/16 0:50,25.1,39.7
14/5/16 1:00,25.1,39.7
14/5/16 1:10,25.1,39.7
8/5/16 12:50,25.1,39.79
14/5/16 18:30,25.1,39.96333333
9/5/16 13:20,25.1,40.345
9/5/16 13:30,25.1,40.4
9/5/16 14:10,25.1,40.46666667
9/5/16 13:40,25.1,40.52666667
9/5/16 13:50,25.1,40.59
9/5/16 14:00,25.1,40.59
14/5/16 18:20,25.1,41.62666667
10/5/16 1:50,25.1,43.4
10/5/16 2:00,25.1,43.5
10/5/16 2:10,25.1,43.56
10/5/16 2:20,25.1,43.59
10/5/16 2:30,25.1,43.59
10/5/16 2:40,25.1,43.7
10/5/16 2:50,25.1,43.7
10/5/16 3:00,25.1,43.79
23/5/16 21:00,25.1,44.62666667
23/5/16 21:10,25.1,44.62666667
23/5/16 21:20,25.1,44.7
10/5/16 14:20,25.1,47.29
10/5/16 14:10,25.1,47.32666667
10/5/16 14:00,25.1,47.46666667
10/5/16 13:40,25.1,47.5
10/5/16 13:50,25.1,47.5
12/5/16 12:30,25.1,47.66333333
12/5/16 12:20,25.1,47.7
12/5/16 0:20,25.1,48
12/5/16 0:30,25.1,48
12/5/16 0:10,25.1,48.03
11/5/16 23:40,25.1,48.09
11/5/16 23:50,25.1,48.09
12/5/16 0:00,25.1,48.09
13/5/16 2:50,25.1,48.09
13/5/16 3:00,25.1,48.09
11/5/16 13:20,25.1,48.12666667
13/5/16 2:40,25.1,48.16333333
11/5/16 23:30,25.1,48.2
11/5/16 13:10,25.1,48.26
10/5/16 20:20,25.1,48.29
10/5/16 20:30,25.1,48.29
10/5/16 20:40,25.1,48.29
10/5/16 20:50,25.1,48.29
11/5/16 23:10,25.1,48.29
13/5/16 2:10,25.1,48.29
13/5/16 2:20,25.1,48.29
13/5/16 2:30,25.1,48.29
11/5/16 13:00,25.1,48.29666667
13/5/16 2:00,25.1,48.32666667
13/5/16 11:40,25.1,48.39
10/5/16 20:10,25.1,48.4
13/5/16 1:50,25.1,48.4
7/5/16 21:10,25.06666667,38.86333333
8/5/16 12:40,25.06666667,39.93333333
8/5/16 12:30,25.06666667,40.06
10/5/16 3:10,25.06666667,43.82666667
10/5/16 3:30,25.06666667,43.9
23/5/16 21:30,25.06666667,44.7
12/5/16 0:40,25.06666667,48
10/5/16 21:00,25.06666667,48.29
13/5/16 11:30,25.06666667,48.7
14/5/16 15:20,25.03333333,31.36
14/5/16 15:00,25.03333333,31.43
14/5/16 15:50,25.03333333,31.92666667
7/5/16 13:00,25.03333333,32.4
8/5/16 19:20,25.03333333,35.09
8/5/16 19:10,25.03333333,35.16333333
14/5/16 18:40,25.03333333,36.63
14/5/16 13:00,25.03333333,36.72333333
14/5/16 18:10,25.03333333,40.29333333
12/5/16 12:10,25.03333333,47.76
13/5/16 3:10,25.03333333,48.09
27/5/16 13:10,25.03333333,48.36333333
11/5/16 12:50,25.025,48.1175
14/5/16 16:50,25,31.39
14/5/16 16:30,25,31.86666667
14/5/16 16:00,25,31.945
14/5/16 16:10,25,32.03
14/5/16 16:20,25,32.09
14/5/16 17:30,25,32.2
8/5/16 19:30,25,35.09
8/5/16 19:40,25,35.09
8/5/16 19:50,25,35.15666667
8/5/16 20:00,25,35.62333333
8/5/16 20:10,25,36.03
7/5/16 21:30,25,38.7
7/5/16 21:40,25,38.7
7/5/16 21:20,25,38.79
14/5/16 2:00,25,39.4
14/5/16 2:10,25,39.4
14/5/16 1:40,25,39.5
14/5/16 1:50,25,39.5
14/5/16 1:30,25,39.53
14/5/16 1:20,25,39.66333333
9/5/16 12:40,25,40.09
9/5/16 12:50,25,40.09
9/5/16 12:30,25,40.13333333
8/5/16 12:20,25,40.23
9/5/16 13:00,25,40.26666667
8/5/16 12:10,25,40.36333333
9/5/16 13:10,25,40.4
8/5/16 12:00,25,40.65666667
8/5/16 11:50,25,40.93
10/5/16 3:20,25,43.9
10/5/16 3:40,25,43.96666667
10/5/16 3:50,25,44
10/5/16 4:00,25,44.06
10/5/16 4:10,25,44.09
10/5/16 4:20,25,44.16333333
10/5/16 4:30,25,44.2
10/5/16 4:40,25,44.2
23/5/16 21:40,25,44.7
23/5/16 21:50,25,44.7
10/5/16 5:50,25,44.73
10/5/16 6:00,25,44.73
10/5/16 5:30,25,44.76666667
10/5/16 5:40,25,44.82666667
10/5/16 6:10,25,44.93333333
10/5/16 6:20,25,45.27
10/5/16 6:30,25,45.5
10/5/16 6:40,25,45.96333333
10/5/16 13:30,25,47.53
10/5/16 13:20,25,47.59
12/5/16 11:50,25,47.79
12/5/16 12:00,25,47.79
13/5/16 4:10,25,47.79
13/5/16 4:00,25,47.86333333
12/5/16 1:10,25,47.9
12/5/16 1:20,25,47.9
12/5/16 1:30,25,47.9
12/5/16 1:40,25,47.9
12/5/16 1:50,25,47.9
13/5/16 3:50,25,47.9
10/5/16 22:30,25,47.93333333
12/5/16 1:00,25,47.96666667
13/5/16 3:40,25,47.96666667
10/5/16 22:10,25,48
10/5/16 22:20,25,48
12/5/16 0:50,25,48
13/5/16 3:20,25,48
13/5/16 3:30,25,48
10/5/16 22:00,25,48.06
10/5/16 21:50,25,48.09
10/5/16 21:40,25,48.16333333
10/5/16 21:30,25,48.2
10/5/16 21:20,25,48.26
11/5/16 12:40,25,48.26
10/5/16 21:10,25,48.29
11/5/16 12:30,25,48.43333333
13/5/16 11:20,25,48.5
11/5/16 12:20,25,48.56
7/5/16 12:50,24.96333333,32.2
14/5/16 18:00,24.96333333,36.26
14/5/16 12:50,24.96333333,37.22666667
10/5/16 5:20,24.96333333,44.6
10/5/16 22:50,24.96333333,47.82666667
12/5/16 11:30,24.96333333,47.86333333
12/5/16 11:40,24.96333333,47.86333333
22/5/16 20:40,24.96333333,50.39
22/5/16 19:50,24.96333333,51.36333333
21/5/16 17:10,24.945,46.245
10/5/16 13:10,24.945,47.645
22/5/16 20:50,24.945,50.09
14/5/16 17:00,24.92666667,31.39
14/5/16 16:40,24.92666667,31.39333333
14/5/16 17:40,24.92666667,32.12666667
8/5/16 20:20,24.92666667,36.22333333
9/5/16 12:20,24.92666667,39.93333333
23/5/16 22:00,24.92666667,44.7
10/5/16 6:50,24.92666667,46.22333333
21/5/16 17:00,24.89228571,46.40914286
14/5/16 17:10,24.89,31.59666667
14/5/16 17:20,24.89,31.93
7/5/16 12:40,24.89,32.12666667
7/5/16 12:30,24.89,32.46333333
14/5/16 17:50,24.89,32.66666667
7/5/16 12:20,24.89,32.99666667
6/5/16 17:20,24.89,35.82666667
8/5/16 20:30,24.89,36.59
8/5/16 20:40,24.89,36.6175
7/5/16 21:50,24.89,38.62666667
7/5/16 22:00,24.89,38.62666667
7/5/16 22:10,24.89,38.65666667
7/5/16 22:20,24.89,38.79
7/5/16 22:30,24.89,38.79
7/5/16 22:40,24.89,38.86333333
14/5/16 3:20,24.89,39.03
14/5/16 3:10,24.89,39.16333333
14/5/16 3:00,24.89,39.23
14/5/16 2:50,24.89,39.29
14/5/16 2:20,24.89,39.4
14/5/16 2:30,24.89,39.4
14/5/16 2:40,24.89,39.4
9/5/16 12:10,24.89,39.9
8/5/16 11:40,24.89,41.23
8/5/16 11:30,24.89,41.36333333
8/5/16 11:20,24.89,41.65666667
8/5/16 11:10,24.89,41.93
8/5/16 11:00,24.89,42.12666667
10/5/16 4:50,24.89,44.29
10/5/16 5:00,24.89,44.29
10/5/16 5:10,24.89,44.32666667
23/5/16 22:40,24.89,44.62666667
23/5/16 22:10,24.89,44.73
23/5/16 22:30,24.89,44.76
23/5/16 22:20,24.89,44.79
21/5/16 17:20,24.89,46.4
10/5/16 7:00,24.89,46.46333333
10/5/16 7:10,24.89,46.72333333
13/5/16 7:20,24.89,47.12666667
13/5/16 7:10,24.89,47.2
13/5/16 6:30,24.89,47.23
13/5/16 6:20,24.89,47.29
13/5/16 7:00,24.89,47.29
10/5/16 7:20,24.89,47.32666667
13/5/16 6:10,24.89,47.36333333
13/5/16 6:40,24.89,47.36333333
13/5/16 6:50,24.89,47.36333333
10/5/16 7:30,24.89,47.4
13/5/16 5:40,24.89,47.4
13/5/16 5:30,24.89,47.43333333
11/5/16 0:00,24.89,47.5
11/5/16 0:10,24.89,47.5
11/5/16 0:20,24.89,47.5
12/5/16 3:10,24.89,47.5
12/5/16 3:20,24.89,47.5
13/5/16 5:00,24.89,47.5
13/5/16 5:10,24.89,47.5
13/5/16 5:20,24.89,47.5
12/5/16 3:00,24.89,47.53
10/5/16 23:50,24.89,47.56
10/5/16 23:40,24.89,47.59
12/5/16 2:50,24.89,47.59
13/5/16 4:50,24.89,47.59
12/5/16 2:40,24.89,47.62666667
10/5/16 23:30,24.89,47.66333333
13/5/16 4:40,24.89,47.66333333
10/5/16 13:00,24.89,47.7
10/5/16 23:20,24.89,47.7
12/5/16 2:30,24.89,47.7
10/5/16 23:10,24.89,47.73
13/5/16 4:30,24.89,47.73
27/5/16 13:00,24.89,47.73
10/5/16 12:50,24.89,47.76
12/5/16 2:20,24.89,47.76
10/5/16 12:30,24.89,47.79
10/5/16 12:40,24.89,47.79
10/5/16 23:00,24.89,47.79
12/5/16 2:00,24.89,47.79
12/5/16 2:10,24.89,47.79
13/5/16 4:20,24.89,47.79
27/5/16 12:40,24.89,47.79
27/5/16 12:50,24.89,47.79
10/5/16 12:20,24.89,47.9
10/5/16 22:40,24.89,47.9
12/5/16 11:20,24.89,47.9
12/5/16 11:10,24.89,47.96666667
12/5/16 10:30,24.89,48
12/5/16 10:40,24.89,48
12/5/16 10:50,24.89,48
12/5/16 11:00,24.89,48
13/5/16 11:00,24.89,48.06
13/5/16 10:50,24.89,48.12666667
13/5/16 11:10,24.89,48.13333333
13/5/16 10:30,24.89,48.2
13/5/16 10:40,24.89,48.2
11/5/16 12:10,24.89,48.76666667
11/5/16 12:00,24.89,48.96666667
11/5/16 11:50,24.89,49.26666667
11/5/16 11:40,24.89,49.46666667
22/5/16 21:40,24.89,49.86333333
22/5/16 21:30,24.89,49.93333333
22/5/16 21:20,24.89,50.06
22/5/16 21:00,24.89,50.12666667
22/5/16 21:10,24.89,50.2
22/5/16 20:30,24.89,50.59
22/5/16 20:20,24.89,50.82666667
22/5/16 20:10,24.89,50.96666667
